Id,Body,Title,AcceptedAnswerId,CreationDate,AnswerCount,CommentCount
"13290723","I have added the minimize and maximize buttons as described <a href=""http://geekum.wordpress.com/2011/05/25/how-to-move-close-button-in-debian-gnome-shell-to-left-like-ubuntu/"" rel=""nofollow"">here</a>.<br>
I tried both command line and GUI options.

They don't add...<br>
And when in GUI I see a red marker stating ""The key has no schema""

Does anybody know what to do?
","Adding minimize and maximize buttons to windows in Gnome","13299815","2012-11-08 14:15:57","1","2"
"13320360","If I run the code in my own terminal using 

  sh projectbingo.sh 


it shows as:

Hello World

hi


When I run the following code :

 gnome-terminal  --window-with-profile=tushar -x ./projectbingo.sh


A new terminal pops out but shows :

./projectbingo.sh: line 3: $'\E[H\E[2J': command not found
./projectbingo.sh: line 23: $'\E[H\E[2J': command not found
./projectbingo.sh: line 77: $'\E[H\E[2J': command not found
Got bus address:  ""unix:abstract=/tmp/dbus-  3G1IPFUIn6,guid=85293fb9a05e2828c07c371800000364"" 
Connected to accessibility bus at:  ""unix:abstract=/tmp/dbus-    3G1IPFUIn6,guid=85293fb9a05e2828c07c371800000364"" 
 Registered DEC:  true 
./projectbingo.sh: line 79: $'\E[H\E[2J': command not found  
Got bus address:  ""unix:abstract=/tmp/dbus-3G1IPFUIn6,guid=85293fb9a05e2828c07c371800000364"" 
Connected to accessibility bus at:  ""unix:abstract=/tmp/dbus-3G1IPFUIn6,guid=85293fb9a05e2828c07c371800000364"" 
Registered DEC:  true 
./projectbingo.sh: line 82: $'\E[H\E[2J': command not found
./projectbingo.sh: line 107: $'\E[H\E[2J': command not found
Got bus address:  ""unix:abstract=/tmp/dbus-3G1IPFUIn6,guid=85293fb9a05e2828c07c371800000364"" 
Connected to accessibility bus at:  ""unix:abstract=/tmp/dbus-3G1IPFUIn6,guid=85293fb9a05e2828c07c371800000364"" 
Registered DEC:  true 
./projectbingo.sh: line 110: $'\E[H\E[2J': command not found
./projectbingo.sh: line 116: $'\E[H\E[2J': command not found
 Hello World\n\nhi


Please help !!!
","Escape characters not working in gnome-shell","13321512","2012-11-10 08:05:04","2","0"
"13320793","I used the following command to create a launcher

 gnome-desktop-item-edit --create-new ~/Desktop


It created a launcher of my shell scripting file. My shell scripting file includes opening of some of the other files . These files are not opening in this launcher.
","How to include an additional pathname in gnome-launcher","13323378","2012-11-10 09:19:16","1","0"
"13385690","Git 1.8.0 supports integration with gnome-keyring.

<a href=""http://www.h-online.com/open/news/item/Git-1-8-0-can-access-Windows-and-GNOME-keyrings-1733879.html"">http://www.h-online.com/open/news/item/Git-1-8-0-can-access-Windows-and-GNOME-keyrings-1733879.html</a>

After reading the docs about the git credentials helpers: <a href=""http://git-scm.com/docs/gitcredentials.html"">http://git-scm.com/docs/gitcredentials.html</a>

I was not able to find a way to use this new feature. How can I integrate it?
I'm using Archlinux with git installed from Archlinux's repository. (git 1.8.0)
","How to use git with gnome-keyring integration","13390889","2012-11-14 19:15:04","4","0"
"13445875","I use Nemiver 0.9.2 and i don't understand why the ""current line executed"" (marked by the yellow arrow) often go back when i hit <kbd>F6</kbd> (Next).

Here is an example when using nemiver on sshd:

1) I start nemiver with:
nemiver $(pwd)/build-deb/sshd -p 1234 -d

2) Nemiver starts and reaches the breakpoint on main():
<img src=""http://i.stack.imgur.com/UGZcA.png"" alt=""yellow arrow at line 1322"">

3) I hit <kbd>F6</kbd>, nemiver skips all the variable declarations and stop on the first instruction:
<img src=""http://i.stack.imgur.com/iFKdA.png"" alt=""yellow arrow at line 1340"">

4) I hit <kbd>F6</kbd> a second time, and i'm back on main() !!
<img src=""http://i.stack.imgur.com/gy7HL.png"" alt=""yellow arrow back at line 1322"">

Do you have any idea why nemiver behaves like this ? Is it ""normal"" or is it a bug ? It is very disturbing when debugging

Thanks
","Why yellow arrow go back in nemiver when it shouldn't?","13446198","2012-11-18 23:49:51","1","0"
"13624097","When I want to execute a file, it seems that I always have to first 'cd' into that file's directory before executing it, unless it fails on a can't-find-my-dataz type error. 

How can I get around typing two commands to just execute a program?

Example: 

cd /usr/local/bin/minecraft/
java -Xms512M -Xmx2048M -jar minecraft.jar


How can I make that into one line, so as I can put it as my Exec=_ line when creating a custom launcher in Gnome3?
","Change directory and execute file in one command","13624172","2012-11-29 10:50:39","2","0"
"13632385","I want to add a menu item of my application in gnome menu. Ihad  created a desktop file for it and placed it in /usr/share/applications, but the menuitem is not appearing in gnome menu. Below is my desktop file which I created in the name of Aces.desktop ...

[Desktop Entry]
Encoding=UTF-8
Version 1.0
Name=Aces
Comment=Compile and Execute C programs
Categories=GNOME;Application;Development;
Exec=/usr/share/Aces/Aces
Icon=/usr/share/Aces/icon.png
Terminal=false
Type=Application
StartupNotify=true


After placing it in /usr/share/applications , I tried restarting the pc and still it did not work. 

Any kind of help is appreciatable.. :)
","Adding menu items in Gnome menu or Unity","13679493","2012-11-29 18:33:59","3","0"
"13665733","I'm trying to call CLib API from Seed. In JS there is a setTimout API. But not in Seed.<br>
So I use GLib to make a delay function:

delay = function(time, func) {
  return GLib.timeout_add(time, func);
};


It gives error:

(seed:26406): GLib-CRITICAL **: g_timeout_add_full: assertion `function != NULL' failed

** (seed:26406): CRITICAL **: Line 9 in w.js: ConversionError Can not convert Javascript value to boolean


What is the right way to write it?

Since I didn't found an detailed JS API for Seed. I tried to read the docs for C.
And it looks awful..<br>
<a href=""http://developer.gnome.org/pygobject/stable/glib-functions.html#function-glib--get-current-time"" rel=""nofollow"">http://developer.gnome.org/pygobject/stable/glib-functions.html#function-glib--get-current-time</a>
","Got ""assertion `function != NULL' failed"" while using GLib in Seed","13668993","2012-12-02 02:01:50","1","0"
"13736695","I have an array stored as a GVariant of type a(ss) in GSettings, that I want to use in a Cinnamon Applet.  I can retrieve the value successfully using the following code:

let schema = schema_source.lookup(SCHEMA_NAME, false);
let settings = new Gio.Settings({ settings_schema: schema });
let my_value = settings.get_value('myvalue');


but I can't unpack it.  As far as I can see, I will probably need to unpack it using a GVariantIter structure, but the documentation is limited, and I can't find the correct interface in the gjs API (if, indeed, it exists).  Does anyone know how to do it?

Thanks!

edit:
my schema looks like this:

&lt;key type=""a(ss)"" name=""myvalue""&gt;
    &lt;default&gt;[]&lt;/default&gt;
    &lt;summary&gt;an array of (string, string) tuples&lt;/summary&gt;
    &lt;description&gt;&lt;/description&gt;
&lt;/key&gt;


For the time being I'm using an external JSON file to store settings, but it's not a 100% satisfactory solution.  I suppose I could maintain two as-type variables, and keep them aligned, but there must be a way to do this properly, right?
","unpacking GVariant in javascript","18171864","2012-12-06 03:55:51","2","0"
"13769741","I am trying to generate a subprocess for a gui which will spawn a terminal. I want the data produced by this terminal (stdout and stderr) to be displayed on the window that appears as well as to a set log file. When I type the command directly in to a shell it works as intended, but when provided to a QProcess as a start command it doesn't actually write anything to the file.

For example: if the user doesn't have the binaries installed it should write to bin.log that the command was not found. I have set my environment for the spawned QProcess to be the same as the running parent process (so that it can find bash and anything else), and have set the working directory before calling QProcess.start() method. I wrote a test case which follows:

gnome-terminal --title 'Sub-Terminal' -e 'bash -c ""foo [args to foo] |&amp; tee foo.log""'


In Qt I do the following:

QProcess *child = new QProcess(this);
QString   cmd   = ""gnome-terminal --title 'Sub-Terminal' -e 'bash -c \""foo [args to foo] |&amp; tee foo.log\""'"";
child-&gt;setProcessEnvironment(&lt;process environment I have created before&gt;);
child-&gt;setWorkingDirectory(&lt;current working dir&gt;);
child-&gt;start(cmd);
...


It generates the terminal but does not write any data to foo.log. I have also tried the following:

QProcess *child = new QProcess(this);
QString   prog  = ""gnome-terminal""
QStringList args;
args &lt;&lt; ""-x"" &lt;&lt; ""bash"" &lt;&lt; ""foo"" &lt;&lt; ""[foo's arguments]"" &lt;&lt; ""|&amp;"" &lt;&lt; ""tee"" &lt;&lt; ""foo.log"";
// set the process env and working dir
child-&gt;start(prog, args);


Does anyone have any advice on how to solve this?
I have tried redirecting stdout and stderr using QProcess.setStandardErrorFile(foo.log) and QProcess.setStandardOutputFile(foo.log), but it seems like that would be redirecting the stdout from the gnome-terminal itself (which isn't anything).
","Redirecting output from gnome-terminal using QProcess in C++","13770138","2012-12-07 19:27:46","1","0"
"13796726","I am writing an extension for gnome-shell.
But in gnome-shell 3.4 a menu is added with panel._menus and in gnome-shell3.6 using with panel.menuManager. How I to add menu that work on every version?
","Write extension for gnome-shell 3.4 and 3.6","13811551","2012-12-10 07:33:35","1","0"
"13833329","I am looking for a Linux-based remote desktop server that will be more efficient than VNC at serving the GNOME desktop (for example, on Ubuntu).  For example, for Windows there is RDP (Remote Desktop Protocol).  What are my options?
","What are the current options in GNOME-based remote desktop servers besides VNC?","13833883","2012-12-12 05:24:09","1","0"
"13893334","I downloaded clutter from LFS (Ver 1.12.2) and tried running the example from Netbeans .
I have included libclutter in the project but i am getting following error :

undefined symbol: clutter_actor_set_pivot_point

Any suggestions or experience ?
","Error in running Clutter sample code in Mint","13909085","2012-12-15 15:07:20","1","0"
"13894811","I'm trying to, through a java program, write commands in the gnome terminal. I tried this code:  

    String cmd = ""ls""; 
    Runtime rt = Runtime.getRuntime();
    Process p = rt.exec(cmd);


I'm trying to write ""ls"" to the terminal but nothing happens, but if I use 

    String cmd = ""gnome-terminal""; 


I can open  a new terminal window.
What I really want to do is run a C program from the terminal, calling it with java.

Thanks in advance.
","Write to gnome terminal in java","13894850","2012-12-15 18:11:26","4","2"
"13901540","I am developing a small Java application using Swing, that is supposed to run on Windows/Linux  and MacOS.

Eventually it will ship as a runnable jar with some config files in the same folder. To load them I need the path to the folder the jar is stored in within the program.<br>
There are already a couple of threads like <a href=""http://stackoverflow.com/questions/320542/how-to-get-the-path-of-a-running-jar-file"">this one</a> or <a href=""http://stackoverflow.com/questions/8187372/how-to-load-a-text-file-from-a-runnable-jar"">this one.</a>

My problem is, that all the solutions discussed there work fine, when I run the program from within eclipse or call the runnable jar from a terminal like so:

java -jar /path/to/jar/jarfile.jar


However when I click on the jar file in Cinnamon or Gnome (which is what most of the users will know to do), I do not get the correct paths. (MacOS users report the same issue)  

Here is what I've tried so far and what the output is when run via double click (all those display the desired path when run from eclipse or a terminal):

ClassLoader.getSystemClassLoader().getResource(""."").getPath()
Output: file:/usr/lib/jvm/java-6-openjdk-common/jre/lib/ext/pulse-java.jar!/

SomeClass.class.getProtectionDomain().getCodeSource().getLocation().getPath();
Output: ./

System.getProperty(""user.dir"");
Output: /home/myusername


Is there any other way to do it or am I doing something wrong when exporting the jar? Any help would be appreciated!

Cheers 
Nick
","How to get location of runnable .jar File when run from GNOME","13901663","2012-12-16 13:04:00","3","0"
"13940825","I want to create my own personal logfile that logs not only when I log in and out, but also when I lock/unlock my screen. Kindof like /var/log/wtmp on steroids.

To do this, I decided to run a script when I log into Ubuntu that runs in the background until I quit. My plan to do this is to add the script to .bashrc, using ./startlogging.sh &amp; and in the script I will use trap to catch signals. That's great, except .bashrc gets run every time I open a new terminal, which is not what I want for the logger.

Is there a way to tell in Bash that the current login is a gnome login? Alternatively, is there some sort of .gnomerc I can use to run my script?

Edit: Here is my script:

Edit 2: Removed the script, since it's not related to the question. I will repost my other question, rather than repurpose this one.
","In Bash, how can I tell if I am currently in a terminal","13940891","2012-12-18 20:19:23","3","0"
"13942184","I want to create a logfile with a log of certain events like:


log into gnome
log screen
unlock screen
logout


My plan was to write a script that runs in the background as a child process of the gnome session. It would start by appending ""LOGIN"", monitor for screen locking/unlocking, and append ""LOGOUT"" when it received a SIGHUP (meaning the session ended).

I wrote a script [1] which works if I start it in a shell, but it's clunky. I want this program running in the background -- I don't want to have to remember to start it each time I log in.

Can someone point me in the right direction?

[1] The script:

#!/bin/bash
# param $1: type, in:
#     [""SCREEN_LOCKED"",
#     ""SCREEN_UNLOCKED"",
#     ""LOGIN"",
#     ""LOGOUT"",
#     ""SIGINT"",
#     ""SIGTERM""]
function write_log {
  if [ -z $1 ]; then
    1=""unspecified""
  fi
  echo -e ""$1\t$(date)"" &gt;&gt; ""$LOG""
}

function notify {
  echo ""$@"" &gt;&amp;2
}

function show_usage {
  notify ""Usage: $0 login &lt;address&gt; &lt;logfile&gt;""
  notify ""Parameters:""
  notify ""  login: You must use the string 'login' to avoid seeing this message.""
  notify ""  &lt;logfile&gt;: File to store logs.""
  notify """"
  notify ""This script is designed to go in the bashrc file, and be called in the""
  notify ""form of: $0 login '$USER@$(uname -n)' &gt;&gt;/path/to/logfile &amp;""
  notify """"
}

if [ ""$#"" -eq 0 ]; then
  show_usage
  exit 1
fi
if [ ""$1"" != ""login"" ]; then
  show_usage
  notify ""Error: first parameter must be the string 'login'.""
  exit 1
fi
LOG=""$2""
if [ -z ""$LOG"" ]; then
  notify ""Error: please specify a logfile.""
  exit 1
elif [ -f ""$LOG"" ]; then
  # If the logfile exists, verify that the last action was a LOGOUT.
  LASTACTION=$(tail -1 ""$LOG"" | awk '{print $1}')
  if [ $LASTACTION != ""LOGOUT"" ]; then
    notify ""Logfile '$LOG' exists but last action was not logout: $LASTACTION""
    exit 1
  fi
else
  # If the file does not exist, create it.
  touch ""$LOG"" || ( notify ""Cannot create logfile: '$2'"" &amp;&amp; exit 1 )
fi

# Begin by logging in:
write_log ""LOGIN""

# Handle signals by logging:
trap ""write_log 'LOGOUT'; exit"" SIGHUP
trap ""write_log 'INTERRUPTED_SIGINT'; exit 1"" SIGINT
trap ""write_log 'INTERRUPTED_SIGTERM'; exit 1"" SIGTERM

# Monitor gnome for screen locking. Log these events.
dbus-monitor --session ""type='signal',interface='org.gnome.ScreenSaver'"" | \
  (
    while true; do
      read X;
      if echo $X | grep ""boolean true"" &amp;&gt; /dev/null; then
        write_log ""SCREEN_LOCKED""
      elif echo $X | grep ""boolean false"" &amp;&gt; /dev/null; then
        write_log ""SCREEN_UNLOCKED""
      fi
    done
  )

","How can I log my logins/logouts and screen locks/unlocks in gnome","13943343","2012-12-18 22:00:28","1","0"
"14015351","I am trying to port <a href=""https://github.com/alexkay/xmonad-log-applet"" rel=""nofollow"">https://github.com/alexkay/xmonad-log-applet</a> from GNOME2 to MATE, and so far I have gotten past configuration etc and I am trying to build. You can find my modifications here: <a href=""https://github.com/geniass/xmonad-log-applet"" rel=""nofollow"">https://github.com/geniass/xmonad-log-applet</a>. When I run make, it starts building, but on the last line it gives these errors:

main.c:92:39: error: expected declaration specifiers or ‘...’ before string constant
main.c:92:65: error: expected declaration specifiers or ‘...’ before ‘(’ token
main.c:92:84: error: expected declaration specifiers or ‘...’ before string constant
main.c:92:103: error: expected declaration specifiers or ‘...’ before ‘xmonad_log_applet_factory’
main.c:92:130: error: expected declaration specifiers or ‘...’ before ‘(’ token


I've seen quite a few similar questions here on stackoverflow, but they have mostly been about leaving out curly braces or method prototype return types. I can't see any here, but maybe I've just missed one? Apart from that possibility, I have absolutely no idea what could be wrong; these errors are totally meaningless to me

Here's main.c with the ifdef's removed for clarity (gives the same errors):

#include ""config.h""
#include &lt;stdlib.h&gt;
#include &lt;string.h&gt;
#include &lt;gtk/gtk.h&gt;
#include &lt;dbus/dbus-glib.h&gt;
#include &lt;mate-panel-applet.h&gt;

static void signal_handler(DBusGProxy *obj, const char *msg, GtkWidget *widget)
{
    gtk_label_set_markup(GTK_LABEL(widget), msg);
}

static void set_up_dbus_transfer(GtkWidget *buf)
{
    DBusGConnection *connection;
    DBusGProxy *proxy;
    GError *error= NULL;

    connection = dbus_g_bus_get(DBUS_BUS_SESSION, &amp;error);
    if(connection == NULL) {
        g_printerr(""Failed to open connection: %s\n"", error-&gt;message);
        g_error_free(error);
        exit(1);
    }

    proxy = dbus_g_proxy_new_for_name(
        connection, ""org.xmonad.Log"", ""/org/xmonad/Log"", ""org.xmonad.Log"");
    error = NULL;

    dbus_g_proxy_add_signal(proxy, ""Update"", G_TYPE_STRING, G_TYPE_INVALID);
    dbus_g_proxy_connect_signal(
        proxy, ""Update"", (GCallback)signal_handler, buf, NULL);
}

static gboolean xmonad_log_applet_fill(MatePanelApplet *applet)
{
    mate_panel_applet_set_flags(
        applet,
        MATE_PANEL_APPLET_EXPAND_MAJOR |
        MATE_PANEL_APPLET_EXPAND_MINOR |
        MATE_PANEL_APPLET_HAS_HANDLE);

    mate_panel_applet_set_background_widget(applet, GTK_WIDGET(applet));

    GtkWidget *label = gtk_label_new(""Waiting for Xmonad..."");
    gtk_label_set_ellipsize(GTK_LABEL(label), PANGO_ELLIPSIZE_END);

    gtk_label_set_use_markup(GTK_LABEL(label), TRUE);
    gtk_misc_set_alignment(GTK_MISC(label), 0.0, 0.5);
    set_up_dbus_transfer(label);

    gtk_container_add(GTK_CONTAINER(applet), label);
    gtk_widget_show_all(GTK_WIDGET(applet));

    return TRUE;
}

static gboolean xmonad_log_applet_factory(
    MatePanelApplet *applet, const gchar *iid, gpointer data)
{
    gboolean retval = FALSE;

    if(!strcmp(iid, ""XmonadLogApplet""))
        retval = xmonad_log_applet_fill(applet);

    if(retval == FALSE) {
        printf(""Wrong applet!\n"");
        exit(-1);
    }

    return retval;
}

MATE_PANEL_APPLET_OUT_PROCESS_FACTORY(""XmonadLogAppletFactory"", PANEL_TYPE_APPLET, ""XmonadLogApplet"", xmonad_log_applet_factory, NULL);

","""expected declaration specifiers"" on Make with GCC","14021754","2012-12-23 22:55:13","2","3"
"14006512","So I have been trying to port a C GNOME applet to MATE, and after running into many different problems, I decided to rewrite it from scratch in python. Eventually, I found some not-horribly-out-of-date documentation, which is here: <a href=""http://wiki.mate-desktop.org/docs:devel:mate-panel"" rel=""nofollow"">http://wiki.mate-desktop.org/docs:devel:mate-panel</a>

Apparently the new way of writing applets in python is to use PyGObject introspection, instead of the 'old' PyGtk.

So I have a few questions:

1. Why is it better to use PyGObject instead of PyGtk etc
2. Is the end user who downloads a python applet expected to have pygobject installed? It looks like it.
3. The MATE documentation says 'ensure we are using Gtk 2, not Gtk3', but http://python-gtk-3-tutorial.readthedocs.org/en/latest/install.html says that its exclusively supports Gtk+ 3 and higher.


EDIT: If I run 

import gi
gi.require_version(""Gtk"", ""2.0"")


in a python session, I get the warning:

RuntimeWarning: You have imported the Gtk 2.0 module.  Because Gtk 2.0 was not designed for use with introspection some of the interfaces and API will fail.  As such this is not supported by the pygobject development team and we encourage you to port your app to Gtk 3 or greater. PyGTK is the recomended python module to use with Gtk 2.0


Which pretty much answers Question 3, but then brings up Question 1 again. Also, running from gi.repository import MatePanelApplet gives an ImportError Could not find any typelib for MatePanelApplet even though I have libmatepanelapplet-dev installed. 

EDIT AGAIN: I found a solution to the ImportError here: <a href=""http://stackoverflow.com/questions/7823972/cant-import-webkit-from-gi-repository"">Can&#39;t import Webkit from gi.repository</a>. (Just install gir1.2-mate-panel instead of webkit)

And more errors:

./xmonad-log-applet.py:66: Warning: g_closure_set_marshal: assertion `closure != NULL' failed
  applet = MatePanelApplet.Applet()

(xmonad-log-applet.py:10928): GLib-GIO-CRITICAL **: g_dbus_connection_register_object: assertion `G_IS_DBUS_CONNECTION (connection)' failed
Segmentation fault (core dumped)

","Writing MATE/GNOME Applets (Python) with PyGObject Introspection","14180584","2012-12-22 20:55:56","1","0"
"14172490","I'm having quite some trouble doing that :<br>
I'm using Conky on my Archlinux distro and coded a quick script in python to check if I have a new mail in my gmail. In my conkyrc this script executes every 5 minutes and returns a number of mails (0 if I don't have any). Works fine.   

What I wanted to do is :<br>
If the number of mail is > 0 then display a notification (a gnome-shell notification). The only problem I have now is that if I have unread mails (for example 4 mails unread), each 5 minutes, there will be a NEW notification saying that I have 4 mails unread. What I would like to do is checking if there is already a notification so that I don't have to display it again... Does anyone know how to solve that kind of problem ?    

Here is my code :   

#!/usr/bin/python

from gi.repository import Notify
from urllib.request import FancyURLopener

url = 'https://%s:%s@mail.google.com/mail/feed/atom' % (""username"", ""password"")

opener = FancyURLopener()
page = opener.open(url)

contents = page.read().decode('utf-8')

ifrom = contents.index('&lt;fullcount&gt;') + 11
ito   = contents.index('&lt;/fullcount&gt;')

unread = contents[ifrom:ito]

print(unread)

if unread != ""0"" :
    Notify.init (""New Mail"")
    Hello=Notify.Notification.new (""New mail"",""You have ""+unread+"" new mail(s)"",""/usr/share/icons/Faenza/actions/96/mail-forward.png"")
    Hello.show ()


I must precise that I'm quite new to python. Thanks in advance if anyone got a solution :)
","How do I check gnome-shell notifications with Python?","14300756","2013-01-05 14:03:05","1","0"
"14172068","when I upgraded from gnome 3.4 to gnome 3.6 I realized that I could not change my keyboard layout using Alt+Shift anymore. so I installed gnome-tweak-tool and in Typing tab I selected Alt+Shift from Modifiers-only input sources. 

now I can change my layouts using Alt+Shift but it is really slow ... what should I do ?
","slow keyboard layout switching in gnome 3.6","14172069","2013-01-05 13:05:53","1","0"
"14200167","I'm developing an PyQt application for my clients. The problem is that my default graphical is Gnome and my client KDE. So there is some difference I can not contrôle.
How can I force the pyQt to choose the good graphical system (Gnome) instead of the default system (KDE)

Thanks
","How to choose the graphic toolkit for PyQt","14201027","2013-01-07 16:40:03","2","0"
"14248516","i have been looking all throughout the google for the explanation of such commands 

find /tmp -name core -type f -print | xargs /bin/rm -f


well i got the command from the net itself and explanation was also mentioned there.by now i know that this command is used to find a file named 'core' in the directory named 'tmp' and delete the file. i have used and checked this and it is perfectly working.

my problem is that i could not understand the terms used in this command like what does -type f,  and xargs do??
also how to generate such commands according to our need(obviously could not unless properly understood), and the biggest problem is what to write in google to get the help regarding this...i mean under what topic may i expect these.

please help

regards.
","please explain the linux command: find /tmp -name core -type f -print | xargs /bin/rm -f","14248723","2013-01-09 23:45:42","1","5"
"14314497","I have a number of computers (clients) distributed around the house and are connected through a wired LAN. My goal is to collect video streams from all of these computers and display them on a single (server) large screen. Clients can stream their desktop, or a video file, or a text (as an image), or whatever. 

At this point I prepare the low-resolution visual data on the clients and display them individually on the server using OpenGL. Now I want to create a dynamic grid and show multiple streams on the same window. Dynamic, because at any given time only some of the clients will be streaming. I want to make these grid change its structure depending on the number of active clients. The clients and the server, are all running Linux and Gnome. I'm currently inclined to go with OpenGL and to use a separate thread for each client. I don't know if this is a good idea since each stream might have a different update rate.

What do you think is the simplest way, as in less coding without sacrificing flexibility, to achieve this functionality? Which technology is most suitable for this task? I have very limited knowledge on graphics programming.
","How to multiplex multiple video streams in Linux (Gnome)","14314717","2013-01-14 07:11:33","2","0"
"14360736","When I want to work on a virtual environment with virtualenv(1.8.2) and virtualenvwrapper(3.6) I just run workon my_project.  I am however unable to execute a command from a virtual environment using crontab or gnome-terminal:

Examples: 

* * * * * workon my_project &amp;&amp; python task.py

This is'nt executed. (The task writes to a file)

or

gnome-terminal --tab -e ""bash -c \""workon my_project;python task.py;exec bash\""""
This just shows bash: workon: command not found and then executes the program from the system environment. Check <a href=""http://www.intelligrape.com/blog/2012/05/25/bash-script-to-open-a-terminal-with-multiple-tabs-on-linux-start-up/"" rel=""nofollow"">here</a> for more info about this command.

Edit

@Zaar Hai: To initiate virtualenvwrapper this in my /home/myusername/.bashrc:

export WORKON_HOME=~/.virtualenvs
source /usr/local/bin/virtualenvwrapper.sh
export PIP_VIRTUALENV_BASE=$WORKON_HOME
export PIP_RESPECT_VIRTUALENV=true


So I tried this command:

gnome-terminal --tab -e ""bash -c \""export WORKON_HOME=~/.virtualenvs;source /usr/local/bin/virtualenvwrapper.sh;export PIP_VIRTUALENV_BASE=$WORKON_HOME;export PIP_RESPECT_VIRTUALENV=true;source /home/myusername/.virtualenvs/my_project/bin/activate;exec bash\""""


But I still get that same output as I posted in your comment.
","How to execute a command from a virtual environment using `crontab` or `gnome-terminal`","14360869","2013-01-16 14:33:27","1","3"
"14388725","I have keyboard backlight when ""Scroll Lock"" is pressed.

But, by default in Gnome 3.6 i haven't xmodmap for ""Scroll Lock"":

$xmodmap

shift       Shift_L (0x32),  Shift_R (0x3e)
lock        Caps_Lock (0x42)
control     Control_L (0x25),  Control_R (0x69)
mod1        Alt_L (0x40),  Alt_R (0x6c),  Meta_L (0xcd)
mod2        Num_Lock (0x4d)
mod3      
mod4        Super_L (0x85),  Super_R (0x86),  Super_L (0xce),  Hyper_L (0xcf)
mod5        ISO_Level3_Shift (0x5c),  Mode_switch (0xcb)


But i can add it:

$xmodmap -e 'add mod3 = Scroll_Lock'
$xmodmap

shift       Shift_L (0x32),  Shift_R (0x3e)
lock        Caps_Lock (0x42)
control     Control_L (0x25),  Control_R (0x69)
mod1        Alt_L (0x40),  Alt_R (0x6c),  Meta_L (0xcd)
mod2        Num_Lock (0x4d)
mod3        Scroll_Lock (0x4e)
mod4        Super_L (0x85),  Super_R (0x86),  Super_L (0xce),  Hyper_L (0xcf)
mod5        ISO_Level3_Shift (0x5c),  Mode_switch (0xcb)


When i had Gnome 3.4, i just added to my .bashrc file:

xmodmap -e 'add mod3 = Scroll_Lock'


But, in Gnome 3.6 it don't work, because he redefine xmodmap without ""Scroll Lock"" support during user session.

How i can add Scroll Lock support in Gnome 3.6?

Thanks for you attention!
","Scroll Lock support in Gnome 3.6","14406785","2013-01-17 21:47:30","1","0"
